Id,States,Rainfall,Ground Water,Temperature,Soil type,Season,Crops,Fertilisers required,Cost of cultivation,Expected revenues,Quantity of seeds per hectare,Duration of cultivation,Demand of crop,Crops for mixed cropping
500,Chhatisgarh,130.4,5,23.5,Alluvial,Kharif,Maize PMH 5 (JH 3110),Nitrogen,16000,31369.83628,20kg,95-105,Moderate,"Gram, Beans"
501,Chhatisgarh,130.4,5,23.5,Black,Kharif,Maize PMH 5 (JH 3110),Nitrogen,16000,31369.83628,20kg,95-105,Moderate,"Gram, Beans"
502,Maharashtra,246,3.2,23.5,Alluvial,Kharif,Maize PMH 5 (JH 3110),Nitrogen,16000,31369.83628,20kg,95-105,Moderate,"Gram, Beans"
503,Maharashtra,246,3.2,23.5,Black,Kharif,Maize PMH 5 (JH 3110),Nitrogen,16000,31369.83628,20kg,95-105,Moderate,"Gram, Beans"
504,Nagaland,215,18.1,23.5,Alluvial,Kharif,Maize PMH 5 (JH 3110),Nitrogen,16000,31369.83628,20kg,95-105,Moderate,"Gram, Beans"
505,Nagaland,215,18.1,23.5,Alluvial,Kharif,Maize PMH 5 (JH 3110),Nitrogen,16000,31369.83628,20kg,95-105,Moderate,"Gram, Beans"
506,Bihar,125.6,7.5,25.5,Black,Kharif,Groundnut Kadiri Harithandhra (K 1319),"Superphosphate,Potassium",22507,100177.469,40kg,110-121,High,"Sorghum, Millet"
507,Bihar,125.6,7.5,26,Black,Kharif,Groundnut GPBD 5,"Superphosphate,Potassium",22507,100177.469,40kg,110-122,High,"Sorghum, Millet"
508,Chhatisgarh,130.4,5,26,Black,Kharif,Groundnut GPBD 5,"Superphosphate,Potassium",22507,100177.469,40kg,110-122,High,"Sorghum, Millet"
509,Madhya Pradesh,235.5,22,26,Black,Kharif,Groundnut GPBD 5,"Superphosphate,Potassium",22507,100177.469,40kg,110-122,High,"Sorghum, Millet"
510,Bihar,125.6,7.5,20.5,Alluvial,rabi,Lentil Pant Lentil-7(Pant L-024),"Phosphate,Nitrogen","15, 824","21,136",60kg,45-61,Moderate,"Barley, Wheat, Oats, Linseed"
511,Bihar,125.6,7.5,20.5,Black,rabi,Lentil Pant Lentil-7(Pant L-024),"Phosphate,Nitrogen","15, 824","21,136",60kg,45-61,Moderate,"Barley, Wheat, Oats, Linseed"
512,Chhatisgarh,130.4,5,20.5,Alluvial,rabi,Lentil Pant Lentil-7(Pant L-024),"Phosphate,Nitrogen","15, 824","21,136",60kg,45-61,Moderate,"Barley, Wheat, Oats, Linseed"
513,Chhatisgarh,130.4,5,20.5,Black,rabi,Lentil Pant Lentil-7(Pant L-024),"Phosphate,Nitrogen","15, 824","21,136",60kg,45-61,Moderate,"Barley, Wheat, Oats, Linseed"
514,Punjab,60,8.9,20.5,Alluvial,rabi,Lentil Pant Lentil-7(Pant L-024),"Phosphate,Nitrogen","15, 824","21,136",60kg,45-61,Moderate,"Barley, Wheat, Oats, Linseed"
515,Punjab,60,8.9,20.5,Black,rabi,Lentil Pant Lentil-7(Pant L-024),"Phosphate,Nitrogen","15, 824","21,136",60kg,45-61,Moderate,"Barley, Wheat, Oats, Linseed"
516,Bihar,125.6,7.5,17.5,Black,rabi,Tobacco,Nitrogen,"1,6,0918","3,60,709",3.5kg,90-120,High,"Groundnut, Pigeonpea"
517,Madhya Pradesh,235.5,22,17.5,Black,rabi,Tobacco,Nitrogen,"1,6,0918","3,60,709",3.5kg,90-120,High,"Groundnut, Pigeonpea"
518,Bihar,125.6,7.5,22,Clayey,winter,Tomato,Phosphorus,29233,79126.7,50g,50-60,High,"Spinach, Radish"
519,Bihar,125.6,7.5,22,Alluvial,winter,Tomato,Phosphorus,29233,79126.7,50g,50-60,High,"Spinach, Radish"
520,Bihar,125.6,7.5,22,Clayey,winter,Tomato,Phosphorus,29233,79126.7,50g,50-60,High,"Spinach, Radish"
521,Bihar,125.6,7.5,22,Alluvial,winter,Tomato,Phosphorus,29233,79126.7,50g,50-60,High,"Spinach, Radish"
522,Bihar,125.6,7.5,22,Black,winter,Tomato,Phosphorus,29233,79126.7,50g,50-60,High,"Spinach, Radish"
523,Mizoram,257,8,22,Clayey,winter,Tomato,Phosphorus,29233,79126.7,50g,50-60,High,"Spinach, Radish"
524,Mizoram,257,8,22,Alluvial,winter,Tomato,Phosphorus,29233,79126.7,50g,50-60,High,"Spinach, Radish"
525,Mizoram,257,8,22,Black,winter,Tomato,Phosphorus,29233,79126.7,50g,50-60,High,"Spinach, Radish"
526,Chhatisgarh,130.4,5,26.5,Alluvial,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
527,Chhatisgarh,130.4,5,26.5,Black,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
528,Meghalaya,117.5,4,26.5,Alluvial,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
529,Meghalaya,117.5,4,26.5,Black,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
530,Uttarakhand,164.5,7.5,26.5,Alluvial,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
531,Uttarakhand,164.5,7.5,26.5,Black,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
532,Delhi,90,6.7,26.5,Alluvial,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
533,Delhi,90,6.7,26.5,Black,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
534,Lakshadweep,30,3.8,26.5,Alluvial,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
535,Lakshadweep,30,3.8,26.5,Black,winter,Cocoa,"Nitrogen,Potassium,Phosphorus,Sulphur,Calcium,Magnesium,Boron,Zinc","20,000",80000,1.5kg,150-180,Moderate,"Oil palm, Coconut"
536,Chhatisgarh,130.4,5,28.5,Alluvial,Kharif,Rubber,"Urea,Phosphate,Potash",37936,140000,1500 seedlings,120-130,Low,"Coffee, Cocoa"
537,Chhatisgarh,130.4,5,24,Alluvial,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
538,Chhatisgarh,130.4,5,24,Sandy,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
539,Chhatisgarh,130.4,5,24,Black,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
540,Goa,295,13,24,Alluvial,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
541,Goa,295,13,24,Sandy,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
542,Goa,295,13,24,Black,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
543,Kerela,315.7,20,24,Alluvial,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
544,Kerela,315.7,20,24,Sandy,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
545,Kerela,315.7,20,24,Black,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
546,Madhya Pradesh,235.5,22,24,Alluvial,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
547,Madhya Pradesh,235.5,22,24,Sandy,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
548,Madhya Pradesh,235.5,22,24,Black,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
549,Odisha,215,5,24,Alluvial,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
550,Odisha,215,5,24,Sandy,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
551,Odisha,215,5,24,Black,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
552,Punjab,60,8.9,24,Alluvial,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
553,Punjab,60,8.9,24,Sandy,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
554,Punjab,60,8.9,24,Black,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
555,Tamil Nadu,145,16.67,24,Alluvial,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
556,Tamil Nadu,145,16.67,24,Sandy,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
557,Tamil Nadu,145,16.67,24,Black,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
558,Uttar Pradesh,134.65,6,24,Alluvial,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
559,Uttar Pradesh,134.65,6,24,Sandy,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
560,Uttar Pradesh,134.65,6,24,Black,Kharif,Masoor,"Rhizobium,Nitrogen","15, 824","21,136",42kg,120-130,Moderate,"Linseed, Sugarcane, Wheat, Mustard"
561,Chhatisgarh,130.4,5,21.5,Alluvial,rabi,Sunhemp,Nitrogen,10091,30000,140kg,60-90,Low,Cowpea
562,Chhatisgarh,130.4,5,21.5,Black,rabi,Sunhemp,Nitrogen,10091,30000,140kg,60-90,Low,Cowpea
563,Chhatisgarh,130.4,5,27.5,Clayey,Kharif,Varagu,NPK,"31,900","40,000",10kg,160-165,Moderate,Millet
564,Chhatisgarh,130.4,5,27.5,Black,Kharif,Varagu,NPK,"31,900","40,000",10kg,160-165,Moderate,Millet
565,Chhatisgarh,130.4,5,32.5,Clayey,Kharif,Paddy CR Dhan 601 (IET 18558),"Potassium,Urea",22810,63851.8391,25kg,105-125,High,"Gram, Groundnut"
566,Chhatisgarh,130.4,5,32.5,Alluvial,Kharif,Paddy CR Dhan 601 (IET 18558),"Potassium,Urea",22810,63851.8391,25kg,105-125,High,"Gram, Groundnut"
567,Maharashtra,246,3.2,32.5,Clayey,Kharif,Paddy CR Dhan 601 (IET 18558),"Potassium,Urea",22810,63851.8391,25kg,105-125,High,"Gram, Groundnut"
568,Maharashtra,246,3.2,32.5,Alluvial,Kharif,Paddy CR Dhan 601 (IET 18558),"Potassium,Urea",22810,63851.8391,25kg,105-125,High,"Gram, Groundnut"
569,Chhatisgarh,130.4,5,22.5,Alluvial,rabi,Wheat Netravati (NIAW 1415),"Phosphorus,Nitrogen",17714,50166.54,112kg,95-100,High,"Horse Gram, Black Gram, Mustard"
570,Chhatisgarh,130.4,5,21,Alluvial,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
571,Chhatisgarh,130.4,5,21,Black,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
572,Himachal Pradesh,127.5,22,21,Alluvial,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
573,Himachal Pradesh,127.5,22,21,Black,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
574,Karnataka,121.4,22,21,Alluvial,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
575,Karnataka,121.4,22,21,Black,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
576,Madhya Pradesh,235.5,22,21,Alluvial,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
577,Madhya Pradesh,235.5,22,21,Black,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
578,Punjab,60,8.9,21,Alluvial,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
579,Punjab,60,8.9,21,Black,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
580,Chandigarh,105.5,28,21,Alluvial,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
581,Chandigarh,105.5,28,21,Black,Kharif,Maize HSC1,Nitrogen,16000,31369.83628,17kg,95-100,High,"Beans, Weeds"
582,Chhatisgarh,130.4,5,27.5,Clayey,Kharif,Millet Nandi-61 (MH-1548),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-71,Moderate,"Black gram, Moong, Cowpea, Sorghum"
583,Chhatisgarh,130.4,5,27.5,Black,Kharif,Millet Nandi-61 (MH-1548),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-71,Moderate,"Black gram, Moong, Cowpea, Sorghum"
584,Rajasthan,48.8,32,28,Clayey,Kharif,Millet Nandi-61 (MH-1548),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-71,Moderate,"Black gram, Moong, Cowpea, Sorghum"
585,West Bengal,250,9,28,Clayey,Kharif,Millet Nandi-61 (MH-1548),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-71,Moderate,"Black gram, Moong, Cowpea, Sorghum"
586,West Bengal,250,9,28,Black,Kharif,Millet Nandi-61 (MH-1548),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-71,Moderate,"Black gram, Moong, Cowpea, Sorghum"
587,Dadra Nagar Haveli and Daman and Diu,89,2,28,Alluvial,Kharif,Millet Nandi-61 (MH-1548),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-71,Moderate,"Black gram, Moong, Cowpea, Sorghum"
588,Chhatisgarh,130.4,5,28.5,Clayey,Kharif,Millet 86M64 (MSH 203) (Hybrid),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-72,Moderate,"Black gram, Moong, Cowpea, Sorghum"
589,Chhatisgarh,130.4,5,28.5,Black,Kharif,Millet 86M64 (MSH 203) (Hybrid),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-72,Moderate,"Black gram, Moong, Cowpea, Sorghum"
590,Gujarat,115.7,35,28.5,Clayey,Kharif,Millet 86M64 (MSH 203) (Hybrid),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-72,Moderate,"Black gram, Moong, Cowpea, Sorghum"
591,Gujarat,115.7,35,28.5,Black,Kharif,Millet 86M64 (MSH 203) (Hybrid),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-72,Moderate,"Black gram, Moong, Cowpea, Sorghum"
592,Madhya Pradesh,235.5,22,28.5,Clayey,Kharif,Millet 86M64 (MSH 203) (Hybrid),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-72,Moderate,"Black gram, Moong, Cowpea, Sorghum"
593,Madhya Pradesh,235.5,22,28.5,Black,Kharif,Millet 86M64 (MSH 203) (Hybrid),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-72,Moderate,"Black gram, Moong, Cowpea, Sorghum"
594,Punjab,60,8.9,28.5,Clayey,Kharif,Millet 86M64 (MSH 203) (Hybrid),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-72,Moderate,"Black gram, Moong, Cowpea, Sorghum"
595,Punjab,60,8.9,28.5,Black,Kharif,Millet 86M64 (MSH 203) (Hybrid),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-72,Moderate,"Black gram, Moong, Cowpea, Sorghum"
596,Goa,295,13,18.5,Alluvial,rabi,Barley Pusa Losar (BH- 380),NPK,12000,43500,3kg,60-72,High,Wheat
597,Haryana,47.5,15,18.5,Alluvial,rabi,Barley Pusa Losar (BH- 380),NPK,12000,43500,3kg,60-72,High,Wheat
598,Jammu and Kashmir,111.5,17,18.5,Alluvial,rabi,Barley Pusa Losar (BH- 380),NPK,12000,43500,3kg,60-72,High,Wheat
599,Ladakh,15,22.3,18.5,Alluvial,rabi,Barley Pusa Losar (BH- 380),NPK,12000,43500,3kg,60-72,High,Wheat
600,Goa,295,13,22.5,Alluvial,Kharif,Maize DHM 119 (BH 4062),Nitrogen,16000,31369.83628,,95-103,High,"Beans, Weeds"
601,Goa,295,13,22.5,Black,Kharif,Maize DHM 119 (BH 4062),Nitrogen,16000,31369.83628,,95-103,High,"Beans, Weeds"
602,Haryana,47.5,15,22.5,Alluvial,Kharif,Maize DHM 119 (BH 4062),Nitrogen,16000,31369.83628,,95-103,High,"Beans, Weeds"
603,Haryana,47.5,15,22.5,Black,Kharif,Maize DHM 119 (BH 4062),Nitrogen,16000,31369.83628,,95-103,High,"Beans, Weeds"
604,Goa,295,13,30.5,Clayey,Kharif,Millet HHB 226 (MH 1479),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-76,Moderate,"Black gram, Moong, Cowpea, Sorghum"
605,Goa,295,13,30.5,Black,Kharif,Millet HHB 226 (MH 1479),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-76,Moderate,"Black gram, Moong, Cowpea, Sorghum"
606,West Bengal,250,9,30.5,Clayey,Kharif,Millet HHB 226 (MH 1479),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-76,Moderate,"Black gram, Moong, Cowpea, Sorghum"
607,West Bengal,250,9,30.5,Black,Kharif,Millet HHB 226 (MH 1479),"Nitrogen,Magnesium,Potassium,Phosphorus",21570,59556.38316,2.5kg,65-76,Moderate,"Black gram, Moong, Cowpea, Sorghum"
608,Gujarat,115.7,35,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
609,Gujarat,115.7,35,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
610,Gujarat,115.7,35,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
611,Himachal Pradesh,127.5,22,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
612,Himachal Pradesh,127.5,22,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
613,Himachal Pradesh,127.5,22,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
614,Madhya Pradesh,235.5,22,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
615,Madhya Pradesh,235.5,22,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
616,Madhya Pradesh,235.5,22,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
617,Maharashtra,246,3.2,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
618,Maharashtra,246,3.2,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
619,Maharashtra,246,3.2,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
620,Meghalaya,117.5,4,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
621,Meghalaya,117.5,4,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
622,Meghalaya,117.5,4,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
623,Punjab,60,8.9,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
624,Punjab,60,8.9,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
625,Punjab,60,8.9,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
626,Rajasthan,48.8,32,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
627,Rajasthan,48.8,32,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
628,Rajasthan,48.8,32,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
629,Tamil Nadu,145,16.67,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
630,Tamil Nadu,145,16.67,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
631,Tamil Nadu,145,16.67,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
632,Uttarakhand,164.5,7.5,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
633,Uttarakhand,164.5,7.5,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
634,Uttarakhand,164.5,7.5,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
635,West Bengal,250,9,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
636,West Bengal,250,9,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
637,West Bengal,250,9,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
638,Delhi,90,6.7,30,Clayey,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
639,Delhi,90,6.7,30,Alluvial,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
640,Delhi,90,6.7,30,Black,Kharif,Jute,NPK,21900,"89,500",5kg,120-150,High,Chillies
641,Gujarat,115.7,35,30,Clayey,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
642,Gujarat,115.7,35,30,Alluvial,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
643,Himachal Pradesh,127.5,22,30,Clayey,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
644,Himachal Pradesh,127.5,22,30,Alluvial,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
645,Jharkhand,121.4,12,30,Clayey,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
646,Jharkhand,121.4,12,30,Alluvial,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
647,Maharashtra,246,3.2,30,Clayey,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
648,Maharashtra,246,3.2,30,Alluvial,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
649,West Bengal,250,9,30,Clayey,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
650,West Bengal,250,9,30,Alluvial,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
651,Dadra Nagar Haveli and Daman and Diu,89,2,30,Clayey,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
652,Dadra Nagar Haveli and Daman and Diu,89,2,30,Alluvial,Kharif,Paddy Chinsurah Rice (IET 19140),"Potassium,Urea",22810,63851.8391,25kg,105-120,High,"Gram, Groundnut"
653,Gujarat,115.7,35,30.5,Clayey,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
654,Gujarat,115.7,35,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
655,Maharashtra,246,3.2,30.5,Clayey,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
656,Maharashtra,246,3.2,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
657,Rajasthan,48.8,32,30.5,Clayey,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
658,Rajasthan,48.8,32,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
659,West Bengal,250,9,30.5,Clayey,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
660,West Bengal,250,9,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
661,Dadra Nagar Haveli and Daman and Diu,89,2,30.5,Clayey,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
662,Dadra Nagar Haveli and Daman and Diu,89,2,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
663,Gujarat,115.7,35,31,Clayey,Kharif,Paddy IGKVR-1 (IET 19569),"Potassium,Urea",22810,63851.8391,25kg,105-122,High,"Gram, Groundnut"
